ID,DATE,category1,category2,category3,category4,headline,text,,URL ,checked,,other URL
211,3/29/2012,species,LEG-R,,HC,Exemptions in Species Protection,The 2012 omnibus budget bill amends the Species At Risk Act (SARA) to make permanent what had been temporary permits granted to industry to allow designated activities to disrupt or destroy habitat critical to threatened or endangered species. Amendments also exempt the National Energy Board—which licenses large energy projects in Canada—from SARA requirements that the impact of proposed developments on species at risk be assessed and measures be mandated to minimize harm before a project is certified to proceed. The amendments effectively mean that the potentai extinction of species need not impede federal licensing of national infrastructure projects like major gas or oil pipelines.,,http://wcel.org/sites/default/files/publications/Top%2010%20Environmental%20Concerns%20of%20Budget%20Bill%20C-38.pdf,http://wcel.org/sites/default/files/publications/Top%2010%20Environmental%20Concerns%20of%20Budget%20Bill%20C-38.pdf,,
212,5/15/2012,species,ASMT,,HC,World's 8th Most Eco-Wasteful,"An audit of Canada’s consumption of environmental goods and services, by the World Wildlife Fund’s Living Planet project, reports that Canadians have the 8th largest ecological footprint on Earth—2.5 times the per capita global average, and 3.5 times our share of the planet’s bio-productivity. (The ranking is an improvement over the last such report, in 2007, when Canadians had the world’s fourth heaviest ‘footprint’). More than half of Canada’s footprint is accounted-for by fossil fuel carbon emissions. At the current rate of growth in global resource consumption, the report estimates, humanity ""will need the equivalent of two planets by 2030 to meet our annual demands.”",,http://awsassets.wwf.ca/downloads/lpr_2012_highlights.pdf,,,
213,8/28/2012,species,ASMT,,HC,Promises on Marine Protection Un-Met ,"The federal Commissioner of the Environment reviews progress toward establishing Marine Protected Areas to meet Canada’s 15-year-old commitment to complete a network of such areas. He finds that areas have been protected in only two of 29 “representative” marine ecosystems, representing just one-tenth of a commitment announced in 2010 to protect 10 per cent of Canada’s marine areas.",,http://www.oag-bvg.gc.ca/internet/English/parl_cesd_201212_03_e_37712.html#hd3a,,,
214,11/15/2012,species,ASMT,,HC,Few At-Risk Species Gaining,"More than one in five endangered Canadian wildlife species are at more risk than they were previously, Environment Canada reveals. There are 646 species listed as endangered, threatened or ""of special concern"". In a report to Canadians on indicators of environmental health, the agency discloses that 22 per cent of the species assessed more than once have witnessed heightened risk. Sixty-four per cent remain at the same risk, and 14 per cent face less risk than previously.",,http://www.ec.gc.ca/indicateurs-indicators/default.asp?lang=en&n=C48CCBC7-1,,,
215,6/25/2013,species,ASMT,,HC,"Parks Losing ""Integrity""","The federal Environment Commissioner finds “a significant risk” that the ecological integrity of Canada’s national parks will continue to erode. His report applauds Canada for developing a framework of policies, directives, and guidelines to reverse an observed decline in the integrity of many of the ecosystems it oversees, but warns that “the Agency is challenged to meet many of its deadlines and targets.” Among other things, “key elements for a scientifically credible system for monitoring ecological integrity are either missing or only partly developed.” Observing cuts in Parks Canada’s budget, the Commissioner notes that the agency “has not clarified how and by when, with significantly fewer resources, it will address the backlog of unfinished work, the emerging threats to ecological integrity, and the declines it has identified in the condition of many park ecosystems.”",,http://www.oag-bvg.gc.ca/internet/English/parl_cesd_201311_07_e_38677.html#hd3d,,,
216,7/30/2013,species,ASMT,,HC,Protection Failing Non-game Birds,"The Commissioner of the Environment finds that Environment Canada has achieved good success in protecting migratory waterfowl (largely ducks and geese significant to hunters) but has largely failed other migratory birds that Canada has also committed to protect. “[S]ome of these bird populations—such as shorebirds, grassland birds, and even more dramatically, aerial insectivores that depend on flying insects for food—are in major decline,” the report notes. Fewer than half of 25 Bird Conservation Region Strategies, setting actions and objectives for different migratory bird groups, that the department had committed to complete by 2010, are done as of July, 2013. Those that are, “do not identify who should contribute to the proposed actions, timelines, and required resources.” Meanwhile, Environment Canada’s own scientific review found that ""for 30 per cent of all bird species in Canada, monitoring is insufficient to determine whether they are at risk.”",,,,,
217,7/30/2013,species,ASMT,,HC,Biodiversity Targets Falling Out of Reach,"The Environment Commissioner finds that Canada’s progress toward its species-protection commitments under the 20-year-old U.N. Convention on Biodiversity has stalled. After releasing an initial ecosystems status and trends report in 2010, Environment Canada discontinued its role in establishing a biodiversity baseline and ecosystem-health monitoring capability. No further reports are forthcoming. The Commissioner notes that the agency “has not set out what it plans” to do, to continue implementing the Diversity Convention. As a result, “it is not clear how Canada will meet its biodiversity targets by 2020.”",,http://www.oag-bvg.gc.ca/internet/English/parl_cesd_201311_02_e_38672.html#hd3a,,,
218,7/30/2013,species,ASMT,,HC,"Government ""Can't Track"" Protected Areas
","The Commissioner of the Environment reports that Environment Canada is not meeting its responsibility to properly monitor and plan for the protected areas it manages. There are 54 of these, but the Commissioner notes the agency has developed plans to manage only 46; three-quarters of the plans date to before the Species At Risk Act came into force in 2003. In 2011, the department itself judged 90 per cent of its plans to be inadequate. The agency is also operating in the dark, the Commissioner found: “Environment Canada has made little progress in monitoring activities, conditions, and threats for the protected areas it manages. The Department’s own assessments show a lack of proper inventories and insufficient information on species at risk. Monitoring of sites is done sporadically. Without regular monitoring, the Department cannot track whether the ecological integrity in protected areas is changing, nor can it identify any new or potential threats to local species so that it can react in an appropriate and timely manner.”",,http://www.oag-bvg.gc.ca/internet/English/parl_cesd_201311_04_e_38674.html#hd3a,,,
219,7/30/2013,species,ASMT,,HC,Most Species Still 'At-Risk',"The Commissioner of the Environment and Sustainable Development reports to Parliament that Environment Canada, Fisheries and Oceans Canada, and Parks Canada have failed to meet targets legally mandated in the Species At Risk Act (SARA) to establish recovery strategies for threatened species. Five years after a previous audit, they have made varying degrees of progress, but as of April 2013, 146 recovery strategies were incomplete and only seven of 97 required action plans were in place. Nearly half the mandated plans for species of special concern are incomplete. “Fisheries and Oceans Canada and Parks Canada have made notable progress,” on their share of the plans, the report says, but Environment Canada lags, with 84 per cent of its unfinished plans more than three years overdue. Of the strategies that have been completed nearly half fail to identify the at-risk species’ critical habitat.",,http://www.oag-bvg.gc.ca/internet/English/parl_cesd_201311_06_e_38676.html#hd3a,,,
220,2/14/2014,species,LTGN,,HC,"Court Finds ""Egregious Delay"" in Protecting At-Risk Species","Five environmental groups, including Greenpeace and the Sierra Club of B.C., took the federal Ministers of Fisheries and Oceans and the Environment to court for their failure to meet deadlines prescribed in the Species At Risk Act (SARA) to develop recovery plans for four threatened or endangered populations of whales, sturgeon, murrelets and caribou. With the legally required plans more than three years overdue, Justice Anne Mactavish observes that, “The Ministers admit that they have failed to comply with their statutory obligations under SARA,” in a ruling that sharply criticizes the government for “egregious delays.” Although the court action had prompted the publication of draft recovery plans for three of the species at issue, and a final plan for the fourth, Justice MacTavish retained jurisdiction over the case to allow the plaintiffs to bring any further delays to her attention.",,http://www.ecojustice.ca/media-centre/press-releases/environmental-groups-declare-victory-in-endangered-species-protection-case,http://cas-ncr-nter03.cas-satj.gc.ca/rss/T-1777-12%20SARA%20decision%2014-02-2014%20ENG.pdf,,
221,2/14/2014,species,LEG-R,,HC,Fewer 'Need-to- Knows',"Certain types of development are subject to screening under the Canadian Environmental Assessment Act (CEAA-2012). When that happens, regulations describe the information that a project proponent must provide to the Canadian Environmental Assessment Agency. Regulations setting these requirements out under the new 2012 version of the CEAA drop much of the information required under the former Act. They give the Agency 10 days to determine whether it has received the mandated information, then another 45 (including 20 in which the public may comment) to decide whether the project warrants an environmental assessment.",,http://laws-lois.justice.gc.ca/eng/regulations/SOR-2012-148/index.html,"http://www.ecojustice.ca/files/ceaa-2012-regulations-legal-backgrounder-august-2012
",,
222,2/20/2014,species,LTGN,,HC,Court Checks Ministerial Power,"The Federal Court grants the request of five B.C. First Nations for an interim injunction blocking the federal Department of Fisheries and Oceans from opening a herring roe fishery in their traditional territories on the west coast of Vancouver Island. In approving the opening, Fisheries Minister Gail Shea had rejected both the First Nations’ submissions and the advice of her own scientists. The Court accused the Department of “fudging the numbers” regarding a safe limit to the proposed harvest, and of “depart[ing] from science-based assessments.”",,http://envirolaw.com/rare-decision-stops-minister-opening-bc-fishery/,https://docs.google.com/viewer?url=http%3A%2F%2Fratcliff.com%2Fsites%2Fdefault%2Ffiles%2Fnews_articles%2FT-404-14%2520Reasons%2520for%2520Order%2520and%2520Order%252020140228.pdf,,
223,6/5/2014,species,ASMT,,HC,Oceans on the Brink,"The world’s nations have about five years from 2014 to bring over-fishing on the high seas under control, or risk the ecological collapse of the oceans that generate half the oxygen we breathe. An important start, urges a Global Ocean Commission of experts convened by the Pew Foundation, would be to end the $30 billion paid annually in subsidies to high seas and unsustainable fishing practices.",,http://www.pewtrusts.org/en/about/news-room/news/2014/06/24/pew-welcomes-global-ocean-commissions-recommendations-for-high-seas-conservation,,,
224,7/13/2014,species,ASMT,,HC,Parks Worse Off,"The non-partisan Canadian Parks and Wilderness Society (CPAWS) finds that most of Canada’s parks and proposed protected areas are facing greater challenges than they were a year ago. “We’re most worried about the growing trend by governments to prioritize industrial and commercial interests over the long-term ecological, social and economic benefits of establishing and protecting Canada’s parks,” says CPAWS’ Alison Woodley. “Decisions are being made in many instances that ignore scientific evidence and public opinion.""",,http://cpaws.org/news/canadas-parks-faring-worse-than-last-year-cpaws,http://cpaws.org/uploads/CPAWS_Parks_Report_2014.pdf,,
225,9/9/2014,species,ASMT,,HC,We Lead In Forest Loss,"The degradation of 800,000 hectares of boreal forest for oil and gas exploitation in northern Alberta, increasingly large forest fires and old-growth logging elsewhere in Canada, make this country the world leader in degrading intact forest landscapes. According to the World Resources Institute, Greenpeace and other groups, the Amazon had the second-worst record of forest degradation, followed by Russia and the Congo River basin. ",,http://www.globalforestwatch.org,,,
226,1/1/1989,climate,SCI,,PC,"In Retrospect, a Different World","Record-keepers looking back in 2014 will say that no one born after this day ever experienced a ‘normal’ world climate—that is, one unaffected by human greenhouse emissions. According to the U.S. National Oceanic and Atmospheric Administration (NOAA), February 1985 was the last month when global temperatures were below the 20th century average. Michel Jarraud, Secretary-General of the World Meteorological Organization (WMO), will remark in August, 2014, that, “Most people under the age of 30 have not lived in a world without global warming.”",,http://www.reuters.com/article/2014/08/06/us-climatechange-warming-idUSKBN0G61BC20140806,,,
227,7/16/1989,climate,TRT-C,,PC,G-7 Calls for Climate Action,"Canada's Prime Minister Brian Mulroney joins other leaders of the world's seven largest economies, meeting in Paris, to call for “common efforts to limit emissions of carbon dioxide"". ",,http://books.google.com.mx/books?id=UCV_CqhSX1wC&pg=PA183&lpg=PA183&dq=Hague+summit+1989+signatories&source=bl&ots=8ijY3vXmLb&sig=gQEK0A1fImz6_idI45ZLyFGgd_c&hl=en&sa=X&ei=GNbGU7zSENPioATOioDwBg&ved=0CEIQ6AEwBw#v=onepage&q=Hague%20summit%201989%20signatories&f=false,,,
228,11/6/1989,climate,TRT-C,,PC,"""Stabilize"" Carbon by 2000","Envoys from Canada and more than 60 other nations endorse a goal of stabilizing global CO2 emissions by 2000, and reducing them by 20 per cent by 2005",,http://unfccc.int/resource/ccsites/senegal/fact/fs218.htm,,,
229,5/26/1990,climate,SCI,,PC,First IPCC Climate Report,"The Intergovernmental Panel on Climate Change issues its first report summarizing the available science and observations. It concludes that atmospheric greenhouse gas concentrations are rising due to human emissions. Global temperatures have risen 0.3°C to 0.6°C during the 20th century, but that is within the range of natural variability. However, continued human emissions on a 'Business as Usual' basis can be expected to increase global temperatures by about 0.3°C per decade through the 21st century. The panel called for an immediate reduction in greenhouse gas emissions of 60 per cent to avoid destabilizing the climate.  ",,https://www.ec.gc.ca/adsc-cmda/default.asp?lang=En&n=8C03D32A-1,,,
230,6/15/1991,climate,ENVT,,PC,Mt. Pinatubo Erupts,"One of the largest volcanic eruptions of the twentieth century injects 20 million tons of aerosol sulfur dioxide into the stratosphere more than 20 miles above Earth’s surface. The largest such stratospheric aerosol cloud since the beginning of satellite obervations in 1978, it was likely smaller than similar clouds released by the eruptions of Krakatoa in 1883 and Tambora in 1815. Nonetheless, over the next three years the presence of the sulfur dioxide particles in the atmosphere will cool the Earth's surface by as much as three-quarters of a degree Celsius.",,,,,
231,5/9/1992,climate,TRT-C,,PC,A Framework for Climate Action,"International diplomats create the United Nations Framework Convention on Climate Change (UNFCCC) in advance of the Rio Earth Summit a month later.  Although the Framework sets no binding limits on greenhouse gas emissions for individual countries and contains no enforcement mechanisms, it creates a negotiating framework for subsequent “protocols” detailing national commitments meant to ""stabilize greenhouse gas concentrations in the atmosphere at a level that would prevent dangerous anthropogenic interference with the climate system.” The Framework comes into force two years later and in 1997, countries conclude its most famous “protocol” in Kyoto. Canada and the United States both initially sign the Kyoto protocol, but subsequently withdraw. Nonetheless Canada and 195 other countries remain members of the UNFCC as of March 2014.",,,,,
232,1/1/1993,climate,LEG-R,,PC,Mandating Energy Efficiency,"An Energy Efficiency Act comes into force to regulate the energy that a wide variety of industrial machinery and domestic appliances may consume. The government establishes testing, reporting, and labelling requirements that dealers in those products must follow. By 2014, the Act covers equipment ranging from freezers to ceiling fans, and carries a maximum $200,000 penalty for infractions. ",,http://laws-lois.justice.gc.ca/eng/acts/E-6.4/page-1.html,http://www.blakesfiles.com/Guides/2012_Blakes_Environmental_Law_in_Canada_EN.pdf,,
233,9/1/1995,climate,SCI,,LIB,Second IPCC Climate Report,"The Intergovernmental Panel on Climate Change's second summary of global climate science concludes that an observed rise in global temperatures is ""unlikely to be entirely due to natural causes."" A human contribution to climate change ""is identifiable in the climatological record,"" it adds. Due to time-lags in the climate system, greenhouse gasses already emitted to this date will continue to produce additional warming of 1-3.6°F. Continuing ""business as usual"" emissions, will raise average global temperature by 1.44-6.3°F by 2100, the fastest rate of change in at least 10,000 years.",,,,,
234,9/7/1991,climate,ENVT,,LIB,Record Calgary Hail,"A thirty-minute supper-time hailstorm does $300 million in damage, becoming Canada's second-costliest storm to date.",,,,,
235,7/18/1996,climate,ENVT,,LIB,Saguenay Floods,"Flooding in Quebec's Saguenay region forces 12,000 people to flee their homes and leaves 10 people dead. Damage makes the flooding Canada's first billion-dollar disaster.",,,,,
236,12/11/1997,climate,TRT-C,,LIB,World Adopts Kyoto Protocol,"The world's nations negotiate the Kyoto Protocol. Developed--but not developing--countries accept binding targets to reduce their emissions by 2012. Canada commits to reduce national greenhouse gas emissions by 6 per cent from 1990 levels. The Protocol anticipates a second commitment period for deeper cuts, beginning in 2013. However Canada as well as the United States withdraw from the Protocol before then. By 2012, Canada's emissions are 26 per cent higher than its Kyoto target for that date.",,http://en.wikipedia.org/wiki/Kyoto_Protocol,,,
237,1/4/1998,climate,ENVT,,LIB,"""Ice Storm of the Century""","Days of freezing rain, wind and snow across Ontario and Quebec topple 130 power transmission towers, throwing four million people into the dark. Power outages last between a few days and four weeks. Damage is estimated at $3 billion.",,,,,
238,11/2/1998,climate,ENVT,,LIB,Hurricane Mitch Kills Thousands,"A powerful late-season hurricane sweeps across Central America, killing more than 10,000 people, including 174 in El Salvador, 100 in Guatemala, more than 4,500 in Nicaragua and over 6,076 in Honduras. ",,,,,
239,12/26/1999,climate,ENVT,,LIB,Boxing Day Storms Batter Europe,"Heavy winds and rain from two storm systems arriving over three days kill some 90 Europeans with 44 dead in France, 17 in Germany and 13 in Switzerland. The storms toppled 400 million trees in France and did an estimated $4 billion in damage.",,,,,
240,1/21/2000,climate,ENVT,,LIB,First 'Storm of the 21st Century' Hits,"A winter storm blasts Atlantic Canada with blizzard snow, rain, and hurricane-force winds, driving flood waters into the center of Charlottetown, collapsing docks and relocating seaside cottages.  ",,,,,
241,5/1/2000,climate,ENVT,,LIB,Drier Than the 'Dirty Thirties',Southern Alberta suffers its worst drought since 1918--even drier than the 1930s--as barely a quarter of normal rainfall arrives between May and August.,,,,,
242,1/22/2001,climate,SCI,,LIB,Third IPCC Climate Report,The third report from the Intergovernmental Panel on Climate Change warns that continuing greenhouse gas emissions on the present course would lead to an average global temperature increase of 1.4-5.8°C over the 21st century--more than the planet has warmed since the last ice age. ,,http://en.wikipedia.org/wiki/IPCC_Third_Assessment_Report,,,
243,3/27/2001,climate,TRT-C,,LIB,USA Abandons Kyoto ,"U.S. Environmental Protection Agency Administrator Christine Whitman, speaking for the newly inaugurated Administration of President George W. Bush, announces that the United States will not proceed with its commitments under the Kyoto Protocol to reduce greenhouse gasses, signed by President Bill Clinton. “We have no interest implementing that treaty,” Whitman says. National Security Advisor Condoleezza Rice declares Kyoto “dead.”",,http://www.theguardian.com/environment/2001/mar/29/globalwarming.usnews,http://scholarship.law.berkeley.edu/cgi/viewcontent.cgi?article=1248&context=bjil,,
244,12/21/2001,climate,ENVT,,LIB,Whipsaw Weather,"A persistent Pineapple Express airflow from the Pacific forces the jetstream north and delivers the warmest winter in more than 200 years to southern Canada. Ottawa's famous Rideau Canal skating rink (""the longest in the world"") had its shortest season to date: just 25 days. The warm winter was followed by the country's fifth coldest spring on record--the coldest in 120 years on the Prairies. Then came a summer of record heat in Eastern Canada, with Montreal experiencing its hottest, driest summer on record. ",,,,,
245,12/10/2002,climate,LEG-R,,LIB,Parliament Adopts Kyoto Protocol,"By a vote of 196 to 77, the House of Commons approves the ratification of the Kyoto Protocol. Canada ratifies the agreement a week later. Canada commits to reduce national greenhouse gas emissions by 6 per cent from 1990 levels by 2012. ",,Parliament Adopts Kyoto Protocol,,,
246,8/20/2003,climate,ENVT,,LIB,Kelowna Firestorm,"The worst drought on the Pacific coast in a century and interior temperatures that top 40°C set the stage for British Columbia's longest province-wide state of emergency, as forest fires rage over 2,650 sq. km of forest--11 times the average of the previous decade. In late August, after 44 rainless days in a row, a lightning strike ignites a fire south of Kelowna. Over the following week, 250 homes are destroyed and a third of the city evacuated.",,,,,
247,2/5/2005,climate,TRT-C,,LIB,Kyoto Comes Into Force,"Ratification by 55 states accounting for at least 55 per cent of developed countries' total carbon dioxide emissions for 1990, brings the Kyoto Protocol into force. Canada commits to reduce its emissions by 6 per cent by 2012.",,,,,
248,2/23/2005,climate,LEG-R,,LIB,Climate Incentives Introduced,"The 2005-2006 federal budget proposes to create a ""Canada Emission Reduction Incentives Agency,"" with $1 billion to buy carbon-reduction credits, and a ""Greenhouse Gas Technology Investment Fund"" to invest in research to reduce industrial GHG emissions. It also proposes to define greenhouse gases as toxic under the Canadian Environmental Protection Act (CEPA 1992), a step that would allow the government to set industry-specific emission caps and an emissions-permit trading scheme.",,,,,
249,6/29/2005,climate,LEG-R,,LIB,Softer Climate Language,"Legislation to implement the federal budget drops a proposal to define greenhouse gases as “toxic.” It does however create the promised funds to purchase emission-reduction credits and invest in industrial emission-reduction research and demonstration projects. A federal election in January, 2006, returns a new Conservative Government however, and neither proceeds.",,http://laws-lois.justice.gc.ca/eng/acts/B-9.854/page-1.html,www.cba.org/cba/newsletters/pdf/BillC-431.pdf‎; http://laws.justice.gc.ca/eng/acts/B-9.854/,,
250,8/23/2005,climate,ENVT,,LIB,Hurricane Katrina Hits New Orleans,"After sweeping up the Caribbean and across the Gulf of Mexico as a Category 5 hurricane, an only slightly muted super-storm Katrina makes landfall south of New Orleans, LA. Multiple defences fail, flooding four-fifths of the only partially evacuated and below-sea-level city to depths of as much as 4.6 m. The final death toll reaches 1,464 people. The storm's estimated $147 billion in damage makes it the most costly natural disaster on record.",,http://en.wikipedia.org/wiki/Effects_of_Hurricane_Katrina_in_New_Orleans,,,
251,4/25/2006,climate,LEG-R,,LIB,Canada Can't Meet Kyoto,"Environment Minister Rona Ambrose discloses that Canada cannot meet its Kyoto Protocol undertaking to reduce greenhouse gas emissions by 6 per cent below 1990 levels by 2012. A week later, her department announces that all funding for efforts to meet the Kyoto goals has been cut.",,,,,
252,5/17/2006,climate,LEG-R,,LIB,Kyoto Law Introduced,"Six months into a Conservative minority government, Opposition members in the House of Commons table a Bill, C-288, requiring the government to implement Canada's commitments under the Kyoto Protocol. Government leaders warn that the Bill would impose “draconian steps that would paralyze Canada.” Nonetheless, the Bill will pass with Conservative members voting against it, and receive Royal Assent a year later. It will not be acted upon.",,http://www.canada.com/nationalpost/story.html?id=32f5af8b-6bb1-4cf1-b924-ec08128bed79&k=0,,,
253,2/13/2007,climate,LEG-R,,BC,BC Taxes Carbon,"Opening the 38th session of the B.C. Legislature, Lt.Gov. Iona Campagnolo announces that the Liberal government of Premier Gordon Campbell will enact North America's first carbon tax. It is enacted and takes effect in June, 2008, along with other climate measures including a low-carbon fuel standard and a goal of public-sector ""carbon neutrality"".",,http://thetyee.ca/Series/2011/11/22/Quest-For-Carbon-Neutrality/,,,
254,4/26/2007,climate,LEG-R,,HC,Canada's Climate Plan,"The government releases “Turning the Corner,” its plan to meet Canada’s climate commitments. Noting that, “this Government takes its responsibilities under the Kyoto Protocol very seriously,” it aims for an ambitious 18 per cent reduction in emissions from heavy industry responsible for nearly half of Canada’s emissions, by 2010. It provides for an emissions and carbon-offset trading system for industry, and revives the previous government’s climate technology investment fund. However rather than a hard cap on GHG emissions, it proposes to cap carbon “intensity”—the amount of carbon released for each unit of production, and critics contend this could allow absolute emissions to rise in volume, even as “intensity” falls.",,http://www.ec.gc.ca/doc/ed-es/p_123/CC_Plan_2007_e.pdf,,,
255,6/22/2007,climate,LEG-R,,HC,Kyoto Goals Become Law,"The Kyoto Protocol Implementation Act, passed a year earlier over the minority Conservative government’s objections by Opposition members of the House of Commons and Senate, receives Royal Assent and becomes Canadian law. The government ignores the act however. Efforts by environmental groups to have the Federal Court order the government to comply, are rebuffed.",,http://www.ecojustice.ca/media-centre/media-backgrounder/backgrounder-kyoto-protocol-implementation-act-lawsuit,,,
256,11/17/2007,climate,SCI,,HC,Fourth IPCC Climate Report,"The fourth report from the Intergovernmental Panel on Climate Change describes warming of the planetary climate as ""unequivocal."" ""Most"" of the increase in global temperature is ""very likely due to the… increase in anthropogenic [human-caused] greenhouse gas concentrations."" The report observes widespread effects including a string of record-warm years, declining ice sheets, and rising sea levels. The Arctic has warmed at twice the speed of the rest of the planet. It forecast future temperature increases of between 1.8°C and 4.0°C during the 21st century, depending on how society develops. However warming will continue at about 0.2°C a decade for at least the next two decades, regardless of response.",,http://en.wikipedia.org/wiki/IPCC_Fourth_Assessment_Report,,,
257,1/31/2008,climate,LEG-R,,AB,AB to Cut Carbon 'Intensity',"Alberta introduces a climate strategy. It focuses on raising energy efficiency, attaching a price to some carbon emissions, and developing technology to capture and store emissions. The strategy sets goals of reducing ‘carbon intensity’ (GHGs released for each unit of goods or dollar of economic value produced); of stabilizing greenhouse gas emissions by 2020, and then reducing them; and reducing emissions absolutely by 14 per cent below 2005 levels by 2050. The strategy’s $15 per tonne carbon price applies only to about half of Alberta’s GHG emissions however, and in a complex formula, is levied only on carbon not eliminated by mandated intensity reductions—not on all GHGs released. As a result the formula allows GHG ‘intensity’ to fall, while total emission rise.",,http://thetyee.ca/News/2012/06/21/Oil-Sands-Carbon-Price/,http://environment.alberta.ca/01757.html,,
258,3/15/2008,climate,ASMT,,HC,A National Climate Change Assessment ,"A federal report finds that “impacts of changing climate are already evident in every region of Canada.” The 453-page “From Impacts to Adaptation: Canada in a Changing Climate 2007,” observes that “climate change will exacerbate many current climate risks, and present new risks and opportunities.” Extreme weather events typify the new threats facing Canadian communities and critical infrastructure. “Resource-dependent and Aboriginal communities are particularly vulnerable; this vulnerability is magnified in the Arctic.” As well, Canadian consumers and industry face indirect impacts from climate change elsewhere in the world. ",,https://www.nrcan.gc.ca/sites/www.nrcan.gc.ca/files/earthsciences/pdf/assess/2007/pdf/full-complet_e.pdf,,,
259,5/3/2008,climate,ENVT,,HC,"Cyclone Leaves 60,000 Dead, Missing","Tropical cyclone Nargis--Southeast Asia's equivalent to a hurricane--strikes Myanmar, devastating its low-lying coastline. Estimates will later place the confirmed death toll at nearly 32,000, with another 30,000 listed as ""missing"". ",,,,,
260,5/29/2008,climate,LEG-R,,HC,PM Outlines Climate Plan,"Prime Minister Stephen Harper, then leading a minority government, tells the Canada-UK Chamber of Commerce in London that Canada “will in a relatively short period of time restrain and reverse the growth of GHG emissions. Industries will be expected to produce 18 per cent less greenhouse gasses per unit of production in 2010 compared to 2006, and those targets will get tougher by two per cent each year, each and every year.” The oil sands sector, he says, will face “specific and more demanding targets.” As well, “After 2012… oil sands operations will only be permitted if they can massively reduce their emissions....to what would be achieved through the implementation of carbon capture and storage.” (That technology, still unperfected, claims to be able to remove up to 90 per cent of the CO2 from power plant exhaust gas emissions). None of the proposals was proceeded with and Canada's emissions continue to climb.",,,,,
261,10/20/2008,climate,LTGN,,HC,Groups Can't Force Kyoto Action,"The Federal Court denies an application from Friends of the Earth for a court order requiring the federal government to  “make, amend or repeal regulations necessary to ensure that Canada meets its obligations under Article 3.1 of the Kyoto Protocol.” The Court agrees with the Government’s position “that their accountability for their failure to fulfill Canada’s Kyoto obligations will be at the ballot box and cannot be in the courtroom.”",,http://decisions.fct-cf.gc.ca/fc-cf/decisions/en/item/55945/index.do,,,
262,2/7/2009,climate,ENVT,,HC,Record Bushfires in Australia,"Searing temperatures and hot winds create firestorm conditions in Australia's Victoria State. In one day, flames consume nearly 2,300 homes and take 173 lives. ",,,,,
263,8/9/2009,climate,ENVT,,HC,"Typhoon Rains, Killer Mudslide","Heavy rains from Typhoon Morakot set off mudslides across Taiwain, killing at least 500 people. In the worst incident, a landslide buries about 380 villagers alive at Shiao Lin.",,,,,
264,12/3/2009,climate,LEG-R,,HC,"Turning Back on ""Turning the Corner""","Appearing before a Parliamentary Committee, Federal Environment Minister Jim Prentice says that Canada is abandoning its two-year-old 'Turning the Corner' climate strategy and its controversial caps on emissions 'intensity’. Instead of sector-based intensity reductions by regulation, he says, ""We are talking about a cap-and-trade system, a continental cap-and-trade system that involves absolute emission reductions, not intensity targets.” When the plan fails to get American interest, Ottawa does proceed to regulate some industrial sectors (vehicles, power plants) although in some cases with intensity, not absolute caps. As of 2014, emissions from the oil and gas sector--Canada’s fastest-rising source of GHGs--remain unregulated.",,http://www.thegreenmarketoracle.com/2009/12/canada-changes-climate-change.html,,,
265,12/18/2009,climate,TRT-C,,HC,Soft Goals at Copenhagen,"Overshadowed by a controversy over climate scientists' email exchanges--later determined to be groundless--nations meeting in Copenhagen agree to new but non-binding carbon-reduction targets to take effect when commitments under the Kyoto Protocol expire in 2012. Canada says it will reduce emissions by 17 per cent compared to 2005 levels, by 2020. The new target--roughly equivalent to 611 mt--is ten percent higher than the country's Kyoto commitment. By 2014, countries representing four-fifths of the world's GHG emissions had made some sort of commitment under the Copenhagen Accord. ",,http://en.wikipedia.org/wiki/Copenhagen_Accord,,,
266,3/21/2010,climate,ENVT,,HC,Canada's Warmest Winter,"Canada's warmest winter on record ends March 21, 2010. National average temperatures are 4.1°C above the 1961-1990 ""baseline.""",,,,,
267,4/6/2010,climate,ENVT,,HC,Mudslides Swamp Rio Shanties,"Fourteen hours of rain send mudslides down on mostly poor communities in Rio de Janeiro and Rio de Janeiro State, leaving more than 400 estimated dead. ",,,,,
268,6/16/2010,climate,ENVT,,HC,China: Summer-long floods.,"The worst flooding in over a decade sends landslides crashing into villages and drowns lowlands over many weeks in both southern and northern China, killing thousands and at one point forcing more than a quarter of a million people out of their homes.",,,,,
269,9/7/2010,climate,ENVT,,HC,Pakistan Floods,The United Nations said that floods had forced 10 million Pakistans from their homes.,,,,,
270,12/31/2010,climate,ENVT,,HC,Canada's Warmest Year,"Canada's average temperature for the full year of 2010 was 3.0°C above the 1951-1980 normal, and the warmest year since nationwide recordkeeping began in 1948.",,http://www.ibc.ca/en/natural_disasters/documents/mcbean_report.pdf,,,
271,5/10/2011,climate,ASMT,,HC,Canada Misses GHG Reporting Deadline,Canada is the only one of 42 developed countries to miss a U.N. deadline to report its GHG emissions. Environment Canada explains that the recently completed federal election delayed its report. ,,http://www.canada.com/technology/Canada+lone+holdout+reporting+greenhouse+emissions/4760090/story.html,,,
